DIPUTACIONES LOCALES
02/07/2018 20:00 (UTC-5)
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
7547,7402,0,7402,98.0787,6201,82.1650,4.0413,1199,3689842,2491611,2486552,67.3891

CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_DISTRITO_LOCAL,DISTRITO_LOCAL,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PV,MC,NA,CPP,PSI,MORENA,PES,C_PAN_PRD_MC_NA_CPP_PSI,C_PAN_PRD_MC_NA_CPP,C_PAN_PRD_MC_NA_PSI,C_PAN_PRD_MC_CPP_PSI,C_PAN_PRD_NA_CPP_PSI,C_PAN_MC_NA_CPP_PSI,C_PRD_MC_NA_CPP_PSI,C_PAN_PRD_MC_NA,C_PAN_PRD_MC_CPP,C_PAN_PRD_MC_PSI,C_PAN_PRD_NA_CPP,C_PAN_PRD_NA_PSI,C_PAN_PRD_CPP_PSI,C_PAN_MC_NA_CPP,C_PAN_MC_NA_PSI,C_PAN_MC_CPP_PSI,C_PAN_NA_CPP_PSI,C_PRD_MC_NA_CPP,C_PRD_MC_NA_PSI,C_PRD_MC_CPP_PSI,C_PRD_NA_CPP_PSI,C_MC_NA_CPP_PSI,C_PAN_PRD_MC,C_PAN_PRD_NA,C_PAN_PRD_CPP,C_PAN_PRD_PSI,C_PAN_MC_NA,C_PAN_MC_CPP,C_PAN_MC_PSI,C_PAN_NA_CPP,C_PAN_NA_PSI,C_PAN_CPP_PSI,C_PRD_MC_NA,C_PRD_MC_CPP,C_PRD_MC_PSI,C_PRD_NA_CPP,C_PRD_NA_PSI,C_PRD_CPP_PSI,C_MC_NA_CPP,C_MC_NA_PSI,C_MC_CPP_PSI,C_NA_CPP_PSI,C_PAN_PRD,C_PAN_MC,C_PAN_NA,C_PAN_CPP,C_PAN_PSI,C_PRD_MC,C_PRD_NA,C_PRD_CPP,C_PRD_PSI,C_MC_NA,C_MC_CPP,C_MC_PSI,C_NA_PSI,C_CPP_PSI,C_NA_CPP,C_PT_MORENA_PES,C_PT_MORENA,C_PT_PES,C_MORENA_PES,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,SHA,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
'210760C0100,210760C010003,21,PUEBLA,022,IZUCAR DE MATAMOROS,0760,01,C,00,2,3,217,326,1,327,36,31,62,15,21,12,16,5,5,85,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,327,303,523,1,,1,F,89ab66cf46fe03ac3b9cd647c878a162f951643da26f7e6c5f9dc874cf406c6a,2018-07-02 03:27:00,2018-07-02 04:18:52,2018-07-02 04:20:03,CATD,Escaner,ACTA PREP
'210761B0100,210761B010003,21,PUEBLA,022,IZUCAR DE MATAMOROS,0761,01,B,00,2,3,265,413,,412,75,95,67,14,8,20,33,7,4,35,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,25,413,412,657,,,1,F,a9fff2629e51c63e5844277bb68233c996d41bedf965dcba1963ef35f54de7b1,2018-07-02 01:48:00,2018-07-02 02:01:13,2018-07-02 02:03:11,CATD,Escaner,ACTA PREP
'210761E0100,210761E010003,21,PUEBLA,022,IZUCAR DE MATAMOROS,0761,01,E,00,2,3,119,202,1,203,40,49,15,6,10,9,33,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,203,184,298,1,,1,F,74d3bfcd834313e3060756b68f9b1e346275ac88367577a24c902995e0ca909d,2018-07-02 02:13:00,2018-07-02 02:35:15,2018-07-02 02:36:11,CATD,Escaner,ACTA PREP
'210762B0100,210762B010003,21,PUEBLA,022,IZUCAR DE MATAMOROS,0762,01,B,00,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,,Sin Acta,0,,,,,,,,
'210762C0100,210762C010003,21,PUEBLA,022,IZUCAR DE MATAMOROS,0762,01,C,00,2,3,325,325,4,398,76,71,27,24,9,2,31,4,8,74,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1,1,2,0,0,0,0,0,0,0,0,0,0,10,2,0,3,0,0,329,367,702,4,,1,F,4170c95cf6c7ca89faeb5a258bee225e8e098120cd48b8eb187d51a50cfffd07,2018-07-02 07:35:00,2018-07-02 07:39:39,2018-07-02 07:41:06,CATD,Escaner,ACTA PREP
'210762C0200,210762C020003,21,PUEBLA,022,IZUCAR DE MATAMOROS,0762,02,C,00,2,3,344,380,0,380,54,53,28,12,12,8,5,6,16,80,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,6,1,0,3,0,42,380,334,702,0,,1,F,296688bed921d0da5128bf562d0968f080443b761e3a536e3deaa2e5264a69c5,2018-07-02 07:22:00,2018-07-02 07:26:59,2018-07-02 07:28:32,CATD,Escaner,ACTA PREP
'210763B0100,210763B010003,21,PUEBLA,022,IZUCAR DE MATAMOROS,0763,01,B,00,2,3,291,393,1,394,32,164,45,8,6,6,29,1,11,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,394,358,664,1,,1,F,71da684737f1f4f9ed8ff419f7fcd2207ce5563fc7803fcc069d562c5349944b,2018-07-02 07:07:00,2018-07-02 07:10:40,2018-07-02 07:11:21,CATD,Escaner,ACTA PREP
'210763E0100,210763E010003,21,PUEBLA,022,IZUCAR DE MATAMOROS,0763,01,E,00,2,3,78,58,7,65,2,22,2,1,1,3,5,2,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,65,62,122,7,,1,F,734ea59b0a9acadab0068e6fe206a3d0450b45e36360235f03fdb44e2a56234a,2018-07-01 23:37:00,2018-07-01 23:56:09,2018-07-02 00:12:49,CATD,Escaner,ACTA PREP
'210763E0200,210763E020003,21,PUEBLA,022,IZUCAR DE MATAMOROS,0763,02,E,00,2,3,128,210,0,210,26,100,24,0,4,8,22,2,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,210,210,317,0,,1,F,da61c990e311efcc3e97de5d1bc95837bfc7fbdb47aea3ede774f2fa408af1f5,2018-07-02 05:20:00,2018-07-02 07:08:17,2018-07-02 07:08:58,CATD,Escaner,ACTA PREP
'210764B0100,210764B010003,21,PUEBLA,001,XICOTEPEC DE JUAREZ,0764,01,B,00,2,3,98,277,2,279,28,17,13,6,27,74,27,5,2,51,1,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,4,,0,0,0,,0,0,,0,0,,0,,2,1,0,0,0,21,279,279,359,2,,1,F,40b525f39321137fb880d285068c81aefcd1c8e27d8142fb6325a001f5edbd9b,2018-07-02 03:04:00,2018-07-02 03:22:25,2018-07-02 03:24:47,CATD,Escaner,ACTA PREP
'210764E0100,210764E010003,21,PUEBLA,001,XICOTEPEC DE JUAREZ,0764,01,E,00,2,3,221,500,1,0,41,45,40,12,102,76,49,4,2,86,4,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,1,0,,,0,,,0,,0,2,,0,0,0,,0,0,,0,0,,0,,2,0,0,0,0,35,501,501,702,1,,1,F,7432fb981d46f63a4df6ff267049b1f00d55091bcf02036cc1d4c05887333315,2018-07-02 02:13:00,2018-07-02 04:33:01,2018-07-02 04:35:05,CATD,Escaner,ACTA PREP
'210764E0101,210764E010103,21,PUEBLA,001,XICOTEPEC DE JUAREZ,0764,01,E,01,2,3,209,512,1,508,42,43,41,9,77,92,60,5,3,99,3,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,2,0,,0,0,2,,1,0,,0,0,,0,,1,3,0,1,0,22,513,506,702,1,,1,F,94648e2e92b67f9c2bc0005024bb29bd9192581e52332e55cdcaf8121984d101,2018-07-02 02:31:00,2018-07-02 04:15:06,2018-07-02 04:19:08,CATD,Escaner,ACTA PREP
'210765B0100,210765B010003,21,PUEBLA,001,XICOTEPEC DE JUAREZ,0765,01,B,00,2,3,110,372,1,373,17,51,14,11,40,47,45,3,4,96,5,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,1,,0,0,0,,0,0,,0,0,,0,,1,0,0,1,0,32,373,368,463,1,,1,F,6663475d3f8c4103e8e16b651822360b758560205944718a469487d1683c84b8,2018-07-02 02:38:00,2018-07-02 02:50:08,2018-07-02 02:51:11,CATD,Escaner,ACTA PREP
'210765C0100,210765C010003,21,PUEBLA,001,XICOTEPEC DE JUAREZ,0765,01,C,00,2,3,108,375,0,375,15,48,13,11,42,67,42,4,0,89,1,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,0,0,0,0,0,45,375,377,462,0,,1,F,e290d76ee390376e71aa17b3bcc024d0064dcd16374fd52ff661bf83a03e9a08,2018-07-02 02:47:00,2018-07-02 03:09:02,2018-07-02 03:46:52,CATD,Escaner,ACTA PREP
'210765E0100,210765E010003,21,PUEBLA,001,XICOTEPEC DE JUAREZ,0765,01,E,00,2,3,188,467,3,470,28,44,8,9,57,62,62,4,2,121,23,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,1,0,,0,0,1,,0,0,,0,0,,0,,5,1,1,1,1,39,470,470,638,3,,1,F,d74ed3aff1d9f5a03d3e5bc83b17793a57aa54824838c0a7e16e3b0dd354c5d2,2018-07-02 05:15:00,2018-07-02 05:23:24,2018-07-02 05:27:09,CATD,Escaner,ACTA PREP
'210765E0101,210765E010103,21,PUEBLA,001,XICOTEPEC DE JUAREZ,0765,01,E,01,2,3,203,454,4,458,18,28,9,12,65,57,72,5,3,119,10,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,2,2,,0,0,1,,0,0,,0,0,,0,,7,0,1,0,0,44,458,455,638,4,,1,F,5f1f539e8cc909328595c11a3b8c4dde30e6f58e069903ed7f4f32d18d8fa172,2018-07-02 05:24:00,2018-07-02 05:37:36,2018-07-02 05:42:04,CATD,Escaner,ACTA PREP
'210766B0100,210766B010003,21,PUEBLA,001,XICOTEPEC DE JUAREZ,0766,01,B,00,2,3,122,290,4,294,29,39,8,6,35,48,22,3,0,48,0,,,,0,,,,,0,0,,,0,,,0,,,,0,,,1,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,0,4,0,0,0,43,294,286,396,4,,1,F,474f0552a48a8e8d05b9cda0dc3c52fc85079077b185c0a89405236e71bcb965,2018-07-02 03:26:00,2018-07-02 03:45:51,2018-07-02 03:47:34,CATD,Escaner,ACTA PREP
'210766E0100,210766E010003,21,PUEBLA,001,XICOTEPEC DE JUAREZ,0766,01,E,00,2,3,71,282,3,285,20,17,6,6,67,74,19,4,0,40,2,,,,0,,,,,0,0,,,0,,,0,,,,0,,,1,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,0,0,1,0,0,28,285,285,335,3,,1,F,abc5ad0a941a1fba7dcf34eddbd868c18ad8fa924045a9b05597d5f206a4f77f,2018-07-02 03:15:00,2018-07-02 03:32:41,2018-07-02 03:35:02,CATD,Escaner,ACTA PREP
'210767B0100,210767B010003,21,PUEBLA,001,XICOTEPEC DE JUAREZ,0767,01,B,00,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598,,Sin Acta,0,,,,,,,,
'210767C0100,210767C010003,21,PUEBLA,001,XICOTEPEC DE JUAREZ,0767,01,C,00,2,3,148,470,0,470,43,39,18,9,82,69,38,4,1,130,2,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,3,,0,0,2,,0,0,,0,0,,0,,3,0,0,2,0,25,470,470,598,0,,1,F,a4529b00949c86e0c20a881aa230ca7f1bd8ad2cd0a4e46a85710cb5e2246b97,2018-07-02 07:27:00,2018-07-02 07:37:50,2018-07-02 07:38:23,CATD,Escaner,ACTA PREP
'210767C0200,210767C020003,21,PUEBLA,001,XICOTEPEC DE JUAREZ,0767,02,C,00,2,3,174,439,4,442,42,59,15,9,79,64,33,4,2,104,3,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,1,,0,0,1,,0,0,,0,0,,0,,4,0,0,1,1,20,443,442,597,4,,1,F,975885c1d47d87a5a3b95f45b5e933a9676f418f4f610aed46ea7d5321a5b5e5,2018-07-02 07:33:00,2018-07-02 07:46:55,2018-07-02 07:48:42,CATD,Escaner,ACTA PREP
'210768B0100,210768B010003,21,PUEBLA,001,XICOTEPEC DE JUAREZ,0768,01,B,00,2,3,158,594,1,595,38,60,6,15,105,105,65,7,0,149,1,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,1,0,1,,0,0,,0,0,,0,,0,0,0,0,0,43,595,596,731,1,,1,F,b04f555f7e1260be4a181d51c08b3746c5bab20b170c82834bdad46a198c4e59,2018-07-02 04:50:00,2018-07-02 05:04:23,2018-07-02 05:59:00,CATD,Escaner,ACTA PREP
'210768C0100,210768C010003,21,PUEBLA,001,XICOTEPEC DE JUAREZ,0768,01,C,00,2,3,165,587,0,586,27,65,8,22,91,92,63,7,1,163,8,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,1,1,,0,0,0,,0,0,,0,0,,0,,2,0,0,2,0,33,587,586,731,0,,1,F,af7fc9765dce96f4ce87e427cd5d330c4370d7e9be58de7eccbabb4f0000ca14,2018-07-02 04:56:00,2018-07-02 05:13:27,2018-07-02 05:16:24,CATD,Escaner,ACTA PREP
'210768C0200,210768C020003,21,PUEBLA,001,XICOTEPEC DE JUAREZ,0768,02,C,00,2,3,170,586,2,577,22,43,6,23,105,108,69,3,1,149,3,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,1,,0,0,,0,0,,0,,1,0,0,0,0,43,588,577,731,2,,1,F,7c7de98a6150d30a29a7c529ae7b1f8651b7ed1c8e552da44e5e6074a52cae5d,2018-07-02 04:38:00,2018-07-02 04:50:52,2018-07-02 04:54:10,CATD,Escaner,ACTA PREP
'210769B0100,210769B010003,21,PUEBLA,001,XICOTEPEC DE JUAREZ,0769,01,B,00,2,3,157,460,0,460,28,29,7,16,92,67,41,0,5,117,8,,,,0,,,,,0,0,,,0,,,0,,,,0,,,1,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,1,,0,0,,0,0,,0,,0,0,0,0,0,48,460,460,597,0,,1,F,fd333cfdc7463cba6325e0c1778a006ed58e291c6342f937531cb53dce87813d,2018-07-02 08:29:00,2018-07-02 08:35:41,2018-07-02 08:35:50,CATD,Escaner,ACTA PREP
'210770B0100,210770B010003,21,PUEBLA,022,IZUCAR DE MATAMOROS,0770,01,B,00,2,3,158,465,5,470,31,135,18,11,5,17,1,38,0,146,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,3,1,0,1,0,46,470,469,608,5,,1,F,17072eec688bbf1bbd47dd186f7a74b99325e3e34dba26caec5b4b4fa45a28d6,2018-07-02 06:25:00,2018-07-02 06:29:24,2018-07-02 06:33:20,CATD,Escaner,ACTA PREP
'210770C0100,210770C010003,21,PUEBLA,022,IZUCAR DE MATAMOROS,0770,01,C,00,2,3,138,475,14,489,39,112,36,9,4,31,4,51,2,105,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,4,0,5,0,2,0,0,1,0,0,0,0,1,0,0,2,0,59,489,478,607,14,,1,F,9333a300e0c7c081c80ac6769fb651ddbd33ade3b1ab1f18127866e01b937c3f,2018-07-02 06:05:00,2018-07-02 06:11:15,2018-07-02 07:19:50,CATD,Escaner,ACTA PREP
'210770C0200,210770C020003,21,PUEBLA,022,IZUCAR DE MATAMOROS,0770,02,C,00,2,3,150,478,0,477,39,125,21,17,3,32,7,47,1,109,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,13,1,1,0,0,0,0,0,0,0,2,1,0,2,0,46,478,477,607,0,,1,F,066cd7583ecaf5acac9d4b0ac3cf933039a17a6096743a780f20bdf963131598,2018-07-02 03:42:00,2018-07-02 03:47:15,2018-07-02 03:49:13,CATD,Escaner,ACTA PREP
'210770C0300,210770C030003,21,PUEBLA,022,IZUCAR DE MATAMOROS,0770,03,C,00,2,3,147,470,10,480,62,159,21,12,6,25,3,40,2,100,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,2,0,0,0,29,480,480,607,10,,1,F,642a42ff521a89fcce6b7d1d797f77dd026d31c1083c98b5ca2d2fa5224db0f7,2018-07-02 05:07:00,2018-07-02 05:11:45,2018-07-02 05:13:44,CATD,Escaner,ACTA PREP
'210770C0400,210770C040003,21,PUEBLA,022,IZUCAR DE MATAMOROS,0770,04,C,00,2,3,151,476,0,476,41,167,16,12,1,22,6,53,0,106,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,476,476,607,0,,1,F,f9687925534e8ef2567efe8223efc8c129e2d20c8d0607072a31739e94187431,2018-07-02 05:24:00,2018-07-02 05:28:40,2018-07-02 05:32:06,CATD,Escaner,ACTA PREP
'210771B0100,210771B010003,21,PUEBLA,022,IZUCAR DE MATAMOROS,0771,01,B,00,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689,,Sin Acta,0,,,,,,,,
'210771C0100,210771C010003,21,PUEBLA,022,IZUCAR DE MATAMOROS,0771,01,C,00,2,3,0,0,0,0,91,116,25,8,5,22,8,203,3,48,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,561,689,0,,1,F,7e2e01d6868b43cdbbcd4e7331200aa7c5afa2d9520a918d9f2e967c1891c51f,2018-07-02 04:40:00,2018-07-02 04:49:30,2018-07-02 04:52:51,CATD,Escaner,ACTA PREP
'210771C0200,210771C020003,21,PUEBLA,022,IZUCAR DE MATAMOROS,0771,02,C,00,2,3,129,580,0,581,63,141,17,5,3,26,8,201,0,57,3,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,29,580,582,689,0,,1,F,8fe0786b5e70732959cb2a148496ffb05bdb2d7990d3d437cf46cf4ad4105998,2018-07-02 06:49:00,2018-07-02 06:55:29,2018-07-02 06:56:44,CATD,Escaner,ACTA PREP
'210772B0100,210772B010003,21,PUEBLA,022,IZUCAR DE MATAMOROS,0772,01,B,00,2,3,122,381,1,,29,107,25,10,6,30,3,38,2,77,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,0,0,0,0,0,0,0,0,0,1,1,1,0,0,36,382,380,484,1,,1,F,0120c5ac9b8a9c6f3e4d5afe64959bfa751c782aa3a2e8746b7bdbc4074b7170,2018-07-02 03:54:00,2018-07-02 04:04:35,2018-07-02 04:06:39,CATD,Escaner,ACTA PREP
'210772C0100,210772C010003,21,PUEBLA,022,IZUCAR DE MATAMOROS,0772,01,C,00,2,3,105,394,4,394,48,134,31,6,4,19,2,28,0,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,398,399,483,4,,1,F,193915db16eb8a87a9bd1d2c59d19d9fbcccbab43bdbbdc89d0f9bf2f6ae6f8b,2018-07-02 03:21:00,2018-07-02 03:25:16,2018-07-02 03:25:57,CATD,Escaner,ACTA PREP
'210773B0100,210773B010003,21,PUEBLA,022,IZUCAR DE MATAMOROS,0773,01,B,00,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657,,Sin Acta,0,,,,,,,,
'210773C0100,210773C010003,21,PUEBLA,022,IZUCAR DE MATAMOROS,0773,01,C,00,2,3,196,480,1,481,72,127,50,5,4,60,5,66,3,32,3,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,10,0,0,0,0,0,0,0,1,1,2,0,0,0,8,23,481,486,656,1,,1,F,a75110a77f19bda1976c1b81b6f4aca3e4c05dc917f12c6764a4feed0cdab118,2018-07-02 07:37:00,2018-07-02 07:42:41,2018-07-02 07:43:13,CATD,Escaner,ACTA PREP
'210773E0100,210773E010003,21,PUEBLA,022,IZUCAR DE MATAMOROS,0773,01,E,00,2,3,89,371,2,373,31,114,18,8,3,16,2,88,1,52,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,5,0,1,0,19,373,373,442,2,,1,F,ae307862d857d451c3237c8562e046e4c1af426873f25d9f459cc8683b411bc6,2018-07-02 07:07:00,2018-07-02 07:13:28,2018-07-02 07:16:35,CATD,Escaner,ACTA PREP
'210774B0100,210774B010003,21,PUEBLA,022,IZUCAR DE MATAMOROS,0774,01,B,00,2,3,150,319,1,321,39,62,29,8,4,28,9,61,0,37,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,12,0,0,0,0,0,0,0,0,0,1,0,1,0,0,21,320,321,450,1,,1,F,33f88c4e3f410cb1aaab3d0bb5c4360d96ccab593312db457757a3a2bfcdb379,2018-07-02 07:50:00,2018-07-02 07:54:23,2018-07-02 07:56:58,CATD,Escaner,ACTA PREP
'210774C0100,210774C010003,21,PUEBLA,022,IZUCAR DE MATAMOROS,0774,01,C,00,2,3,0,0,0,0,65,58,39,5,4,23,6,48,1,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,11,0,0,0,0,1,1,1,0,0,0,0,0,0,0,16,0,348,449,0,,1,F,766f055320651f7a45e9dec8b27e14b144d8d477cdc8b9f9369ab1571f2b2b90,2018-07-02 08:04:00,2018-07-02 08:07:44,2018-07-02 08:08:26,CATD,Escaner,ACTA PREP
'210775B0100,210775B010003,21,PUEBLA,022,IZUCAR DE MATAMOROS,0775,01,B,00,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677,,Sin Acta,0,,,,,,,,
'210776B0100,210776B010003,21,PUEBLA,005,TLATLAUQUITEPEC,0776,01,B,00,2,3,153,409,0,409,73,129,5,20,65,0,37,0,1,54,4,,,,1,,,,,0,1,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,0,0,0,0,0,19,409,409,542,0,,1,F,a7aeba3bbf25ad19bbd7ce5266c7c8d44820d542e6308595bba187a105cda0db,2018-07-02 08:33:00,2018-07-02 08:40:58,2018-07-02 08:41:35,CATD,Escaner,ACTA PREP
