DIPUTACIONES LOCALES
02/07/2018 20:00 (UTC-5)
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
7547,7402,0,7402,98.0787,6201,82.1650,4.0413,1199,3689842,2491611,2486552,67.3891

CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_DISTRITO_LOCAL,DISTRITO_LOCAL,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PV,MC,NA,CPP,PSI,MORENA,PES,C_PAN_PRD_MC_NA_CPP_PSI,C_PAN_PRD_MC_NA_CPP,C_PAN_PRD_MC_NA_PSI,C_PAN_PRD_MC_CPP_PSI,C_PAN_PRD_NA_CPP_PSI,C_PAN_MC_NA_CPP_PSI,C_PRD_MC_NA_CPP_PSI,C_PAN_PRD_MC_NA,C_PAN_PRD_MC_CPP,C_PAN_PRD_MC_PSI,C_PAN_PRD_NA_CPP,C_PAN_PRD_NA_PSI,C_PAN_PRD_CPP_PSI,C_PAN_MC_NA_CPP,C_PAN_MC_NA_PSI,C_PAN_MC_CPP_PSI,C_PAN_NA_CPP_PSI,C_PRD_MC_NA_CPP,C_PRD_MC_NA_PSI,C_PRD_MC_CPP_PSI,C_PRD_NA_CPP_PSI,C_MC_NA_CPP_PSI,C_PAN_PRD_MC,C_PAN_PRD_NA,C_PAN_PRD_CPP,C_PAN_PRD_PSI,C_PAN_MC_NA,C_PAN_MC_CPP,C_PAN_MC_PSI,C_PAN_NA_CPP,C_PAN_NA_PSI,C_PAN_CPP_PSI,C_PRD_MC_NA,C_PRD_MC_CPP,C_PRD_MC_PSI,C_PRD_NA_CPP,C_PRD_NA_PSI,C_PRD_CPP_PSI,C_MC_NA_CPP,C_MC_NA_PSI,C_MC_CPP_PSI,C_NA_CPP_PSI,C_PAN_PRD,C_PAN_MC,C_PAN_NA,C_PAN_CPP,C_PAN_PSI,C_PRD_MC,C_PRD_NA,C_PRD_CPP,C_PRD_PSI,C_MC_NA,C_MC_CPP,C_MC_PSI,C_NA_PSI,C_CPP_PSI,C_NA_CPP,C_PT_MORENA_PES,C_PT_MORENA,C_PT_PES,C_MORENA_PES,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,SHA,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
'212159B0100,212159B010003,21,PUEBLA,006,TEZIUTLAN,2159,01,B,00,1,3,211,481,1,482,86,31,5,10,54,4,13,84,6,145,16,,,,1,,,,,0,0,,,0,,,0,,,,0,,,1,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,0,0,0,0,0,0,482,456,671,1,,1,F,630c38fb68644a1e799158a99358905b6766a480262dcd4908fed3196345e663,2018-07-02 00:49:00,2018-07-02 00:57:51,2018-07-02 00:58:30,CATD,Escaner,ACTA PREP
'212159C0100,212159C010003,21,PUEBLA,006,TEZIUTLAN,2159,01,C,00,1,3,188,501,2,502,75,41,5,18,46,5,21,99,3,137,14,,,,1,,,,,0,0,,,0,,,0,,,,0,,,0,,1,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,1,0,0,,0,0,,0,0,,1,,6,1,0,2,25,0,503,502,671,2,,1,F,3e193467b0f0446799a88b1d56a876812cc382cfea805e59295e6a36f95fa1c8,2018-07-02 00:44:00,2018-07-02 00:55:52,2018-07-02 00:57:54,CATD,Escaner,ACTA PREP
'212160B0100,212160B010003,21,PUEBLA,006,TEZIUTLAN,2160,01,B,00,1,3,171,368,6,374,45,44,3,11,26,6,21,39,3,128,8,,,,1,,,,,1,0,,,0,,,0,,,,0,,,1,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,1,0,0,,0,0,,0,0,,0,,6,2,1,0,2,25,374,374,524,6,,1,F,0ae024d50d31791af8173d05b387545fbdbe67208ca1b4c2b4f3a3d834e12ef9,2018-07-02 02:30:00,2018-07-02 02:46:34,2018-07-02 02:48:00,CATD,Escaner,ACTA PREP
'212160C0100,212160C010003,21,PUEBLA,006,TEZIUTLAN,2160,01,C,00,1,3,213,326,3,329,43,41,5,13,25,5,25,35,2,108,6,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,0,0,0,0,0,0,329,308,524,3,,1,F,b789c42af2e270721a80ea374fc94527fd82254370049cccb6198890035e3bc1,2018-07-01 23:40:00,2018-07-02 00:07:01,2018-07-02 00:08:07,CATD,Escaner,ACTA PREP
'212161B0100,212161B010003,21,PUEBLA,006,TEZIUTLAN,2161,01,B,00,1,3,170,414,8,,59,56,5,9,34,4,19,61,3,115,7,,,,3,,,,,0,0,,,0,,,0,,,,0,,,1,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,1,0,,0,0,,1,0,,0,,3,0,0,0,0,33,422,414,566,8,,1,F,e22c51da56d241b6eaa6f76a9b89ea4e616b8dfa94aeed86ee34c311292af23f,2018-07-02 01:09:00,2018-07-02 01:34:18,2018-07-02 01:36:42,CATD,Escaner,ACTA PREP
'212161C0100,212161C010003,21,PUEBLA,006,TEZIUTLAN,2161,01,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566,,Todos los campos vacio,0,F,9fef529242258dbce9c1cfafc359e1aecaf7b5ef84bcff07b817c668b01ae06d,2018-07-02 01:13:00,2018-07-02 01:23:45,2018-07-02 01:24:59,CATD,Escaner,ACTA PREP
'212161C0200,212161C020003,21,PUEBLA,006,TEZIUTLAN,2161,02,C,00,1,3,184,401,3,403,47,54,11,10,29,10,33,52,6,122,6,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,1,,1,0,,,0,,0,0,,,0,,,0,,2,2,,0,0,0,,0,0,,1,0,,0,,2,0,0,1,0,14,404,404,566,3,,1,F,2a021dd78a284ba67f34e43bbc1877d1710c2822bce093f872f96139c0c00c8d,2018-07-02 00:12:00,2018-07-02 01:27:27,2018-07-02 01:29:02,CATD,Escaner,ACTA PREP
'212162B0100,212162B010003,21,PUEBLA,006,TEZIUTLAN,2162,01,B,00,1,3,208,432,3,435,48,54,5,12,36,6,33,60,6,139,9,,,,3,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,1,0,0,,0,0,,0,0,,0,,3,0,0,0,0,19,435,434,622,3,,1,F,519b0b8d04ac7d4d8ee4a2d7f20e66a695173b0b4ad6eaf0f5eea63bd1a2f148,2018-07-01 23:34:00,2018-07-01 23:46:01,2018-07-01 23:48:32,CATD,Escaner,ACTA PREP
'212162C0100,212162C010003,21,PUEBLA,006,TEZIUTLAN,2162,01,C,00,1,3,206,431,6,437,68,46,4,21,21,4,31,56,2,134,13,,,,1,,,,,0,0,,,0,,,0,,,,0,,,0,,1,0,,0,0,,,0,,0,0,,,0,,,0,,0,1,,0,0,0,,0,0,,0,0,,0,,0,0,0,0,0,34,437,437,622,6,,1,F,a5794182f7115ce4eb6855ae7be965cd5093b5f12536aca90ff8b1ac521197bf,2018-07-02 01:21:00,2018-07-02 01:51:56,2018-07-02 01:53:35,CATD,Escaner,ACTA PREP
'212162C0200,212162C020003,21,PUEBLA,006,TEZIUTLAN,2162,02,C,00,1,3,218,417,8,425,58,39,7,12,39,15,31,79,3,110,6,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,1,0,,,0,,,0,,1,0,,0,0,0,,0,0,,0,0,,0,,5,1,0,2,0,24,425,433,622,8,,1,F,f4baf071e4641af7201631e2c0221f0893b5c8eb7600084410e6c2488675f948,2018-07-02 01:22:00,2018-07-02 01:55:15,2018-07-02 01:56:15,CATD,Escaner,ACTA PREP
'212163B0100,212163B010003,21,PUEBLA,006,TEZIUTLAN,2163,01,B,00,2,3,217,465,8,465,93,58,5,14,47,6,12,60,4,123,8,,,,2,,,,,0,1,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,1,,0,0,,,0,,,0,,1,0,,0,0,0,,0,0,,0,0,,0,,2,0,0,1,0,27,473,465,669,8,,1,F,a0013a5486dc90d85138016e13683818c5c62aa01346aa7dc817c2afefb35b13,2018-07-02 03:43:00,2018-07-02 06:46:31,2018-07-02 06:47:40,CATD,Escaner,ACTA PREP
'212163C0100,212163C010003,21,PUEBLA,006,TEZIUTLAN,2163,01,C,00,2,3,222,466,2,467,84,56,8,14,55,5,8,61,6,124,4,,,,1,,,,,0,0,,,0,,,0,,,,0,,,2,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,1,,1,0,0,,0,0,,0,0,,0,,2,1,1,1,0,31,468,466,669,2,,1,F,7beb90e7c043b1a956345128609f4eda12ae95c418ff3d13a69db26768385fc3,2018-07-02 03:47:00,2018-07-02 06:40:01,2018-07-02 06:42:04,CATD,Escaner,ACTA PREP
'212163C0200,212163C020003,21,PUEBLA,006,TEZIUTLAN,2163,02,C,00,2,3,187,494,8,502,91,63,6,26,65,5,13,59,1,135,9,,,,0,,,,,1,0,,,0,,,0,,,,0,,,0,,1,0,,0,0,,,0,,0,0,,,0,,,0,,1,0,,0,0,1,,1,0,,0,0,,0,,1,0,0,0,0,23,502,502,669,8,,1,F,0e6712241d193b79df87ec1971bfae24670b24676887c0052231486df31b05b3,2018-07-02 03:45:00,2018-07-02 05:44:02,2018-07-02 05:48:56,CATD,Escaner,ACTA PREP
'212163C0300,212163C030003,21,PUEBLA,006,TEZIUTLAN,2163,03,C,00,2,3,257,431,1,427,92,50,2,14,43,7,10,65,5,99,5,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,1,0,,0,0,,0,0,,0,,3,0,0,0,0,31,432,427,669,1,,1,F,a1df36a4dddac5928c98351cbfcefa11282df52e876c2c11732c1b6de843956a,2018-07-02 03:50:00,2018-07-02 06:25:24,2018-07-02 06:28:25,CATD,Escaner,ACTA PREP
'212164B0100,212164B010003,21,PUEBLA,006,TEZIUTLAN,2164,01,B,00,2,3,250,443,9,452,125,58,7,16,35,2,18,42,8,99,5,,,,1,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,1,0,,0,0,0,,0,0,,0,0,,0,,3,2,0,0,0,29,452,451,681,9,,1,F,ca4c32581c444954def6835c9201ffc835c0c6ad7d11b423e143b1ca7c6dff94,2018-07-02 03:40:00,2018-07-02 06:17:38,2018-07-02 06:21:10,CATD,Escaner,ACTA PREP
'212164C0100,212164C010003,21,PUEBLA,006,TEZIUTLAN,2164,01,C,00,2,3,226,461,15,476,129,80,5,12,38,3,11,37,5,114,5,,,,1,,,,,0,1,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,0,1,1,0,0,33,476,476,681,15,,1,F,3ba77cebc225c111301b634982f1e8cb6c3c5472e00aef105510c31c2c0f9be6,2018-07-02 03:41:00,2018-07-02 05:19:27,2018-07-02 05:22:33,CATD,Escaner,ACTA PREP
'212164C0200,212164C020003,21,PUEBLA,006,TEZIUTLAN,2164,02,C,00,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681,,Sin Acta,0,,,,,,,,
'212164C0300,212164C030003,21,PUEBLA,006,TEZIUTLAN,2164,03,C,00,2,3,247,454,1,455,136,63,4,10,29,7,9,53,5,107,0,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,2,0,0,0,0,26,455,451,681,1,,1,F,f572fc70e49508a6ff13d5e0550ca9fc66efdf97da64632638e83de535b5ee2c,2018-07-02 03:43:00,2018-07-02 06:02:50,2018-07-02 06:05:35,CATD,Escaner,ACTA PREP
'212164C0400,212164C040003,21,PUEBLA,006,TEZIUTLAN,2164,04,C,00,2,3,225,468,9,476,151,87,5,11,30,8,7,44,4,100,4,,,,0,,,,,0,0,,,1,,,0,,,,0,,,1,,0,1,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,1,0,,0,0,,0,0,,0,,3,1,0,0,0,17,476,476,681,9,,1,F,d08ae5ba5d9e8c3c70cee741689ba303fd4b3859044135181cfe7b69ac4b7335,2018-07-02 03:44:00,2018-07-02 05:17:05,2018-07-02 05:20:34,CATD,Escaner,ACTA PREP
'212164E0100,212164E010003,21,PUEBLA,006,TEZIUTLAN,2164,01,E,00,2,3,149,247,8,255,85,59,3,13,5,1,6,16,1,37,1,,,,1,,,,,0,0,,,0,,,0,,,,0,,,1,,0,0,,0,0,,,0,,0,0,,,0,,,0,,1,1,,0,0,0,,1,0,,0,0,,1,,7,0,0,0,0,15,255,255,383,8,,1,F,ed9c2bf3c847250580b9407390e28ab83ece8344a77423c08adb19240264a779,2018-07-02 02:47:00,2018-07-02 05:06:08,2018-07-02 05:06:49,CATD,Escaner,ACTA PREP
'212165B0100,212165B010003,21,PUEBLA,006,TEZIUTLAN,2165,01,B,00,2,3,153,302,12,0,72,29,2,9,16,4,41,25,8,82,3,,,,1,,,,,1,0,,,0,,,1,,,,0,,,0,,0,1,,0,0,,,2,,0,0,,,0,,,0,,0,0,,2,1,0,,0,0,,0,0,,0,,0,1,0,0,0,16,314,317,446,12,,1,F,66d755279a337e2ac85216b97dac09cf6c0a17cc528a8f75961f3e17a9cc79c1,2018-07-02 03:11:00,2018-07-02 03:28:45,2018-07-02 03:29:56,CATD,Escaner,ACTA PREP
'212166B0100,212166B010003,21,PUEBLA,006,TEZIUTLAN,2166,01,B,00,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692,,Sin Acta,0,,,,,,,,
'212166C0100,212166C010003,21,PUEBLA,006,TEZIUTLAN,2166,01,C,00,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691,,Sin Acta,0,,,,,,,,
'212167B0100,212167B010003,21,PUEBLA,006,TEZIUTLAN,2167,01,B,00,2,3,297,461,5,466,137,127,9,26,28,7,7,25,2,56,4,,,,0,,,,,0,0,,,0,,,0,,,,0,,,2,,0,0,,0,0,,,0,,0,0,,,0,,,0,,4,0,,0,0,0,,0,0,,0,0,,1,,1,0,0,0,0,35,466,471,742,5,,1,F,009af3191ef4a9ea5e08265467d06e19787672026b2b967a8610b8c4266548b1,2018-07-02 04:35:00,2018-07-02 05:15:11,2018-07-02 05:17:53,CATD,Escaner,ACTA PREP
'212167C0100,212167C010003,21,PUEBLA,006,TEZIUTLAN,2167,01,C,00,2,3,270,486,6,492,152,114,5,14,36,5,6,35,7,68,5,,,,2,,,,,0,1,,,0,,,0,,,,0,,,1,,0,1,,0,1,,,0,,0,0,,,0,,,0,,1,0,,0,1,0,,0,0,,0,0,,0,,0,1,0,0,0,37,762,493,741,6,,1,F,8a8c2b1d9cc58ac0b351bba580f33a149f3a873b662e246b8b50ea25fe1f0311,2018-07-02 04:32:00,2018-07-02 05:35:49,2018-07-02 05:39:30,CATD,Escaner,ACTA PREP
'212167C0200,212167C020003,21,PUEBLA,006,TEZIUTLAN,2167,02,C,00,2,3,,,,,109,153,10,24,26,8,13,40,3,13,5,,,,0,,,,,0,0,,,0,,,1,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,2,0,,0,0,0,,1,0,,0,0,,0,,0,0,0,1,0,0,,409,741,,,1,F,005312468571f113b205743fd7235adc2df963980104bc6f7fd954ef6897bac4,2018-07-02 04:41:00,2018-07-02 04:59:03,2018-07-02 05:01:37,CATD,Escaner,ACTA PREP
'212167C0300,212167C030003,21,PUEBLA,006,TEZIUTLAN,2167,03,C,00,2,3,245,515,3,518,144,129,8,16,26,10,5,26,2,89,2,,,,0,,,,,0,1,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,2,2,,0,0,0,,0,0,,1,0,,0,,2,0,0,1,0,48,518,514,741,3,,1,F,323e4086019cc253351dbb186dec50f149edba36c1ce19638c545819887122be,2018-07-02 04:37:00,2018-07-02 05:36:47,2018-07-02 05:41:17,CATD,Escaner,ACTA PREP
'212167C0400,212167C040003,21,PUEBLA,006,TEZIUTLAN,2167,04,C,00,2,3,252,502,8,510,132,122,13,25,28,2,10,25,2,95,6,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,4,1,0,1,0,44,510,510,741,8,,1,F,47030a8091920f3d18c776ee30f307599aa3bc69dfac9575380cdb5fb48c7ede,2018-07-02 04:38:00,2018-07-02 05:32:23,2018-07-02 05:37:00,CATD,Escaner,ACTA PREP
'212168B0100,212168B010003,21,PUEBLA,006,TEZIUTLAN,2168,01,B,00,2,3,228,509,4,513,67,78,8,15,50,4,30,49,1,161,6,,,,2,,,,,0,0,,,1,,,0,,,,0,,,1,,1,0,,0,0,,,0,,0,0,,,0,,,0,,0,1,,0,0,0,,1,0,,0,0,,0,,2,1,0,2,1,31,513,513,720,4,,1,F,b792a4d7b880c51db51b5dd7f202eee3678cb11f84ef2bfbc5cd66f065ddab84,2018-07-02 01:47:00,2018-07-02 02:14:54,2018-07-02 02:16:07,CATD,Escaner,ACTA PREP
'212168C0100,212168C010003,21,PUEBLA,006,TEZIUTLAN,2168,01,C,00,2,3,235,501,5,505,91,74,6,19,21,7,19,45,5,174,8,,,,2,,,,,0,0,,,0,,,0,,,,0,,,2,,0,0,,0,0,,,0,,0,1,,,0,,,0,,1,0,,0,0,0,,0,0,,0,0,,0,,6,0,0,0,0,24,506,505,720,5,,1,F,6efb252ecee0740edc53960907200dd130ab6ed18bf03b7ce7153136560018bd,2018-07-02 01:41:00,2018-07-02 02:11:51,2018-07-02 02:13:14,CATD,Escaner,ACTA PREP
'212168E0100,212168E010003,21,PUEBLA,006,TEZIUTLAN,2168,01,E,00,2,3,128,317,6,323,97,38,6,4,35,7,2,64,2,45,2,,,,2,,,,,0,0,,,0,,,0,,,,0,,,1,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,1,0,0,,0,0,,0,0,,0,,0,1,0,0,0,16,323,323,430,6,,1,F,de8b16dde056c46d58eb232f61c60425fdd19cc55d7831535dfdd65d6ead86f3,2018-07-02 01:49:00,2018-07-02 02:34:43,2018-07-02 02:35:36,CATD,Escaner,ACTA PREP
'212168E0101,212168E010103,21,PUEBLA,006,TEZIUTLAN,2168,01,E,01,2,3,129,318,4,321,98,33,3,4,41,2,5,62,1,51,2,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,1,0,,0,0,0,,0,0,,0,0,,0,,1,0,0,0,0,17,322,321,430,4,,1,F,8e0f3aadee01ed2d5661066fa0248a909ee1bace82db34ad28d4dd39da5fbad2,2018-07-02 01:45:00,2018-07-02 02:19:10,2018-07-02 02:19:47,CATD,Escaner,ACTA PREP
'212169B0100,212169B010003,21,PUEBLA,006,TEZIUTLAN,2169,01,B,00,2,3,274,0,0,489,94,75,3,14,42,9,14,49,6,140,3,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,1,,0,0,,,0,,0,0,,,0,,,0,,1,1,,0,1,0,,0,0,,0,0,,0,,2,0,0,1,1,34,0,491,742,0,,1,F,f9c7134acc7399b9d1232f9f15d069ef7bff4256496a60a80d87c76b48d9dd56,2018-07-02 02:29:00,2018-07-02 04:22:49,2018-07-02 04:24:34,CATD,Escaner,ACTA PREP
'212169C0100,212169C010003,21,PUEBLA,006,TEZIUTLAN,2169,01,C,00,2,3,226,0,0,536,125,107,5,18,63,14,14,32,2,116,5,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,1,3,,0,0,0,,0,0,,1,0,,0,,1,1,0,3,1,24,0,536,742,0,,1,F,9d78d15ab8cb363e8b45b2455f9bf729d513f715b1f8c54a373b02e7894eef30,2018-07-02 02:33:00,2018-07-02 04:42:58,2018-07-02 04:46:31,CATD,Escaner,ACTA PREP
'212169C0200,212169C020003,21,PUEBLA,006,TEZIUTLAN,2169,02,C,00,2,3,256,506,1,505,94,94,1,16,60,12,13,43,8,126,8,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,0,3,0,2,0,25,507,505,742,1,,1,F,5042c3f7ee16c7c1134b96c4140cf30ae0d2150fc11f562b8a67a2aef304f7b1,2018-07-02 02:33:00,2018-07-02 02:57:15,2018-07-02 02:59:06,CATD,Escaner,ACTA PREP
'212169C0300,212169C030003,21,PUEBLA,006,TEZIUTLAN,2169,03,C,00,2,3,258,504,0,504,104,99,8,15,49,13,14,50,11,105,3,,,,0,,,,,0,0,,,0,,,0,,,,0,,,2,,0,0,,0,0,,,0,,0,0,,,0,,,0,,2,0,,0,0,0,,0,0,,1,0,,0,,2,0,0,0,0,24,504,502,741,0,,1,F,b8af87d7891658f0aa46bf6c19f04c5317d3d627d4275d55206d622c5776786c,2018-07-02 02:38:00,2018-07-02 04:34:10,2018-07-02 04:36:02,CATD,Escaner,ACTA PREP
'212169C0400,212169C040003,21,PUEBLA,006,TEZIUTLAN,2169,04,C,00,2,3,266,495,2,,102,76,9,16,38,12,8,70,3,127,6,,,,0,,,,,1,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,1,0,,0,0,0,,0,0,,0,0,,0,,1,1,1,0,0,20,497,492,741,2,,1,F,0aa018e9a342f59303ff5b9af60d16a643022a325e89b09cbfe6b747e826b583,2018-07-02 02:38:00,2018-07-02 03:38:27,2018-07-02 03:39:30,CATD,Escaner,ACTA PREP
'212170B0100,212170B010003,21,PUEBLA,006,TEZIUTLAN,2170,01,B,00,2,3,192,459,2,461,159,66,3,13,51,4,6,33,3,79,6,,,,0,,,,,0,0,,,1,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,1,1,0,0,0,35,461,461,633,2,,1,F,903cefe94e7f34d91e7001d348d08891c25c9d8d502fd32f61b20d20e8901d05,2018-07-02 01:54:00,2018-07-02 02:12:20,2018-07-02 02:14:34,CATD,Escaner,ACTA PREP
'212170C0100,212170C010003,21,PUEBLA,006,TEZIUTLAN,2170,01,C,00,2,3,183,467,4,471,152,72,7,13,50,6,7,33,11,78,8,,,,1,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,1,,0,0,,,0,,,0,,0,0,,1,0,0,,0,0,,0,0,,0,,3,0,0,0,0,23,471,466,633,4,,1,F,8bb2f5f4eb9f20958f1120b0dac4d7e1b1cb68a8397bfcefc32964d8392a29da,2018-07-02 01:53:00,2018-07-02 02:48:17,2018-07-02 02:49:07,CATD,Escaner,ACTA PREP
'212171B0100,212171B010003,21,PUEBLA,006,TEZIUTLAN,2171,01,B,00,2,3,178,495,11,506,265,57,7,10,47,4,14,25,2,53,5,,,,2,,,,,0,0,,,0,,,0,,,,0,,,1,,0,1,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,1,0,0,1,0,11,506,506,663,11,,1,F,380712aae355b0a9ec9238d24e34e8f90900ffe1771a4d0cec2728c1928d3d13,2018-07-02 02:13:00,2018-07-02 02:29:20,2018-07-02 02:31:09,CATD,Escaner,ACTA PREP
'212172B0100,212172B010003,21,PUEBLA,006,TEZIUTLAN,2172,01,B,00,2,3,266,453,0,453,102,66,7,12,47,4,14,49,1,110,10,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,7,0,0,3,1,22,719,455,697,0,,1,F,9d425d571470fbefb034d2d0a37abc55d675a5eb58ee1aa7258bc499486ce1af,2018-07-02 03:03:00,2018-07-02 03:19:27,2018-07-02 03:21:14,CATD,Escaner,ACTA PREP
'212172C0100,212172C010003,21,PUEBLA,006,TEZIUTLAN,2172,01,C,00,2,3,248,467,4,471,87,72,18,14,57,5,11,58,3,111,7,,,,1,,,,,1,0,,,0,,,1,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,1,0,,0,0,,0,,3,0,0,1,0,20,471,471,697,4,,1,F,06a2e6e8d449740724f674964df4707fb9e939d55bad6597255edbe0c50cbc85,2018-07-02 03:03:00,2018-07-02 03:57:15,2018-07-02 03:58:45,CATD,Escaner,ACTA PREP
'212172C0200,212172C020003,21,PUEBLA,006,TEZIUTLAN,2172,02,C,00,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697,,Todos los campos vacio,0,F,77923758b6b568b4f6b79c28ee8c3b5dd3b55c06495ed0b6ecdfca32ba516b88,2018-07-02 03:07:00,2018-07-02 03:16:29,2018-07-02 03:17:32,CATD,Escaner,ACTA PREP
'212173B0100,212173B010003,21,PUEBLA,006,TEZIUTLAN,2173,01,B,00,2,3,220,545,0,,148,57,6,17,50,8,10,83,0,135,2,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,1,0,0,,0,0,,0,0,,0,,4,1,0,0,1,32,765,555,745,0,,1,F,2a2e34f4f40972995f8279c22f9f7a6b4271fe4efa80ef30fee3366010572d92,2018-07-02 03:26:00,2018-07-02 04:08:07,2018-07-02 04:10:40,CATD,Escaner,ACTA PREP
'212173C0100,212173C010003,21,PUEBLA,006,TEZIUTLAN,2173,01,C,00,2,3,258,505,3,508,135,49,3,12,53,2,4,83,4,120,2,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,1,,0,0,,,0,,0,0,,,0,,,0,,1,0,,0,0,0,,0,0,,0,0,,0,,0,0,0,1,0,27,508,497,745,3,,1,F,b1fe62024e3e1a8c05eac37cae83b4f3d06980bc7e7027777db6ac4cb2086a0b,2018-07-02 03:26:00,2018-07-02 03:52:55,2018-07-02 03:53:55,CATD,Escaner,ACTA PREP
