GUBERNATURA
02/07/2018 20:00 (UTC-5)
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
7548,7407,0,7407,98.1319,6232,82.5649,4.0805,1174,3705612,2516965,2506816,67.6491

CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_DISTRITO_LOCAL,DISTRITO_LOCAL,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PV,MC,CPP,PSI,MORENA,PES,C_PT_MORENA_PES,C_PT_MORENA,C_PT_PES,C_MORENA_PES,C_PAN_PRD_MC_CPP_PSI,C_PAN_PRD_MC_CPP,C_PAN_PRD_MC_PSI,C_PAN_PRD_CPP_PSI,C_PAN_MC_CPP_PSI,C_PRD_MC_CPP_PSI,C_PAN_PRD_MC,C_PAN_PRD_CPP,C_PAN_PRD_PSI,C_PAN_MC_CPP,C_PAN_MC_PSI,C_PAN_CPP_PSI,C_PRD_MC_CPP,C_PRD_MC_PSI,C_PRD_CPP_PSI,C_MC_CPP_PSI,C_PAN_PRD,C_PAN_MC,C_PAN_CPP,C_PAN_PSI,C_PRD_MC,C_PRD_CPP,C_PRD_PSI,C_MC_CPP,C_MC_PSI,C_CPP_PSI,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,SHA,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
'212053C0200,212053C020005,21,PUEBLA,012,AMOZOC DE MOTA,2053,02,C,00,1,5,164,361,9,370,116,51,3,22,34,4,7,28,74,5,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,370,370,514,9,,1,F,d14b3a12b58549d0d3766c3cc337cfad2a8b33798ee71df7f75150a601362912,2018-07-02 04:57:00,2018-07-02 06:32:19,2018-07-02 06:36:10,CATD,Escaner,ACTA PREP
'212054B0100,212054B010005,21,PUEBLA,012,AMOZOC DE MOTA,2054,01,B,00,1,5,128,385,3,385,91,64,13,12,19,5,11,40,89,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,385,360,505,3,,1,F,660d523e1c934af19fdccc1273a15694b35cbb5c89063c442de337650026f86b,2018-07-02 04:30:00,2018-07-02 05:18:44,2018-07-02 05:22:03,CATD,Escaner,ACTA PREP
'212054C0100,212054C010005,21,PUEBLA,012,AMOZOC DE MOTA,2054,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504,,Todos los campos vacio,0,F,0009e1a79ed4d9124deb8f23c30265f1dcfac7f43cdfb84503a811831e240e8b,2018-07-02 04:25:00,2018-07-02 05:25:38,2018-07-02 05:28:24,CATD,Escaner,ACTA PREP
'212054C0200,212054C020005,21,PUEBLA,012,AMOZOC DE MOTA,2054,02,C,00,1,5,119,398,6,404,108,75,5,16,39,2,2,32,86,6,14,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,12,404,404,504,6,,1,F,68c766f6fc623c0517181bbbbdc569cff5f62341aa3d6f43ed75defc2ecfe6c5,2018-07-02 04:18:00,2018-07-02 04:39:31,2018-07-02 04:46:21,CATD,Escaner,ACTA PREP
'212055B0100,212055B010005,21,PUEBLA,012,AMOZOC DE MOTA,2055,01,B,00,1,5,189,441,5,446,116,67,9,16,30,10,3,42,100,8,9,3,0,7,5,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,13,446,446,615,5,,1,F,a676d237c47b7e04f7b53fef55fc63bca4cf92b0753519ae2fccc049a3ac5d9f,2018-07-02 05:24:00,2018-07-02 08:33:24,2018-07-02 08:35:12,CATD,Escaner,ACTA PREP
'212055C0100,212055C010005,21,PUEBLA,012,AMOZOC DE MOTA,2055,01,C,00,1,5,160,473,2,473,125,78,7,18,26,4,8,47,118,3,10,2,0,3,5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,15,475,474,615,2,,1,F,40f698cfa4a4499edd8e06783a67d1a2866e2c599453efb5dc29ebf19adaeaae,2018-07-02 05:44:00,2018-07-02 07:27:59,2018-07-02 07:28:50,CATD,Escaner,ACTA PREP
'212055C0200,212055C020005,21,PUEBLA,012,AMOZOC DE MOTA,2055,02,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,,Sin Acta,0,,,,,,,,
'212055C0300,212055C030005,21,PUEBLA,012,AMOZOC DE MOTA,2055,03,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614,,Sin Acta,0,,,,,,,,
'212056B0100,212056B010005,21,PUEBLA,012,AMOZOC DE MOTA,2056,01,B,00,1,5,193,504,4,508,131,67,21,22,39,13,10,41,118,8,5,3,0,3,1,1,1,0,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,16,508,508,681,4,,1,F,f39e86f2cf9d51d95db9b70ac4ec065deae371e70dac6c9d7668d82ca6f74282,2018-07-02 05:03:00,2018-07-02 08:45:34,2018-07-02 08:47:36,CATD,Escaner,ACTA PREP
'212056C0100,212056C010005,21,PUEBLA,012,AMOZOC DE MOTA,2056,01,C,00,1,5,162,536,2,538,129,78,13,24,55,6,9,55,111,13,16,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,538,538,681,2,,1,F,aaa1e9d22841ee66b13eb38078d5d4b761d56be60f6842ed7613e8b2a310c85e,2018-07-02 05:08:00,2018-07-02 06:54:30,2018-07-02 06:55:17,CATD,Escaner,ACTA PREP
'212057B0100,212057B010005,21,PUEBLA,012,AMOZOC DE MOTA,2057,01,B,00,1,5,156,417,2,423,105,62,4,15,34,7,4,28,128,11,5,1,1,1,1,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,7,419,423,558,2,,1,F,fa49fad706e4aff9904f5fd187b24978924ee3d411e8035db55132f3b27f59c7,2018-07-02 05:34:00,2018-07-02 08:19:36,2018-07-02 08:19:51,CATD,Escaner,ACTA PREP
'212057C0100,212057C010005,21,PUEBLA,012,AMOZOC DE MOTA,2057,01,C,00,1,5,174,398,6,405,89,67,4,19,39,4,5,23,109,9,8,1,0,2,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,12,404,402,558,6,,1,F,ab723dd338d267166210d0e2d9bd99fcea05f49d87c550a9c997059acf0f8214,2018-07-02 05:49:00,2018-07-02 07:42:24,2018-07-02 07:43:35,CATD,Escaner,ACTA PREP
'212058B0100,212058B010005,21,PUEBLA,013,TEPEACA,2058,01,B,00,1,5,197,323,8,331,117,59,7,16,15,5,3,1,79,2,4,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,12,331,330,508,8,,1,F,ebc8fb0b3a34762d7560cc5bb6fce3b1f29a9887ab7834090121520f3c533e3b,2018-07-02 04:09:00,2018-07-02 04:31:12,2018-07-02 04:33:05,CATD,Escaner,ACTA PREP
'212058C0100,212058C010005,21,PUEBLA,013,TEPEACA,2058,01,C,00,1,5,186,334,7,341,113,74,2,9,19,4,7,0,81,5,4,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,14,341,340,507,7,,1,F,5665306f7c6a727e7b462ba0389b8a5cee02b4e657a978e40a901d99b4301604,2018-07-02 04:09:00,2018-07-02 04:40:55,2018-07-02 04:43:47,CATD,Escaner,ACTA PREP
'212058C0200,212058C020005,21,PUEBLA,013,TEPEACA,2058,02,C,00,1,5,145,375,7,377,115,92,5,18,21,6,7,1,85,3,4,0,2,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,6,388,377,507,7,,1,F,3fb86a55569d71eed9a3c972f973377f7ba64c5228b3784db6ac1209f5a3087b,2018-07-02 04:02:00,2018-07-02 04:27:31,2018-07-02 05:19:40,CATD,Escaner,ACTA PREP
'212059B0100,212059B010005,21,PUEBLA,013,TEPEACA,2059,01,B,00,1,5,275,432,3,438,171,81,8,17,29,3,3,2,91,12,3,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,435,436,691,3,,1,F,fe94b6cbf07ec52bc9c9e0505371bf90f9c129a258d0d1a5e8b82d69655c3224,2018-07-02 05:23:00,2018-07-02 06:13:15,2018-07-02 06:14:45,CATD,Escaner,ACTA PREP
'212059C0100,212059C010005,21,PUEBLA,013,TEPEACA,2059,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690,,Sin Acta,0,,,,,,,,
'212059C0200,212059C020005,21,PUEBLA,013,TEPEACA,2059,02,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690,,Sin Acta,0,,,,,,,,
'212059C0300,212059C030005,21,PUEBLA,013,TEPEACA,2059,03,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690,,Sin Acta,0,,,,,,,,
'212059C0400,212059C040005,21,PUEBLA,013,TEPEACA,2059,04,C,00,1,5,263,434,10,445,142,75,7,17,22,9,6,3,123,7,4,2,0,1,3,0,0,0,2,2,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,444,442,690,10,,1,F,9d077e1eca0654cb52c0ea7a1ffca707920fe58fecfe327c0a279e3f61c66f1e,2018-07-02 05:23:00,2018-07-02 06:10:06,2018-07-02 06:11:57,CATD,Escaner,ACTA PREP
'212060B0100,212060B010005,21,PUEBLA,013,TEPEACA,2060,01,B,00,1,5,159,370,9,379,122,70,7,8,23,6,1,2,115,4,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,11,379,379,518,9,,1,F,e7c07a50eb3c115db4c50a9070d876cf238a57575ea8c175cd52fe2207e32403,2018-07-02 03:16:00,2018-07-02 03:26:21,2018-07-02 03:27:24,CATD,Escaner,ACTA PREP
'212060C0100,212060C010005,21,PUEBLA,013,TEPEACA,2060,01,C,00,1,5,150,381,7,388,130,98,1,10,21,5,3,1,96,2,0,1,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,388,386,518,7,,1,F,5da3e4eeb633bc34c8e34f952cf723a62894c2b26b29974d7d4061238095f79d,2018-07-02 03:16:00,2018-07-02 03:36:19,2018-07-02 03:38:53,CATD,Escaner,ACTA PREP
'212060C0200,212060C020005,21,PUEBLA,013,TEPEACA,2060,02,C,00,1,5,147,383,7,390,135,85,4,8,29,5,1,0,99,2,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,8,390,390,517,7,,1,F,32853f558896c041305b9a0169f9698c131dc2e1067c0613399a0860540b1ca3,2018-07-02 03:16:00,2018-07-02 03:36:56,2018-07-02 03:37:52,CATD,Escaner,ACTA PREP
'212061B0100,212061B010005,21,PUEBLA,013,TEPEACA,2061,01,B,00,1,5,193,383,4,376,111,101,2,13,21,2,6,3,94,7,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,387,378,560,4,,1,F,078ea3ba075051724cdfa076d92d2fb0c10997ce38b7d85f4cba00b6f28ee8fe,2018-07-02 04:14:00,2018-07-02 04:39:53,2018-07-02 04:44:07,CATD,Escaner,ACTA PREP
'212061C0100,212061C010005,21,PUEBLA,013,TEPEACA,2061,01,C,00,1,5,188,390,10,388,117,90,1,8,25,10,6,0,108,0,0,0,0,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11,400,384,559,10,,1,F,cde365cb00f8e9ef3e945f034f581636b3db92f6bc1cbe22fe10f6f3db372012,2018-07-02 04:14:00,2018-07-02 04:40:06,2018-07-02 04:44:52,CATD,Escaner,ACTA PREP
'212061C0200,212061C020005,21,PUEBLA,013,TEPEACA,2061,02,C,00,1,5,200,373,6,379,130,91,8,12,25,1,5,1,85,6,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,379,379,559,6,,1,F,cd31410513cccfcfa1f737f0c67e11cb90ecbf05dc6c2f5d13e404f71febd2b3,2018-07-02 04:14:00,2018-07-02 04:53:55,2018-07-02 04:57:00,CATD,Escaner,ACTA PREP
'212061S0100,212061S010005,21,PUEBLA,013,TEPEACA,2061,01,S,00,1,5,458,,4,308,87,40,5,11,15,3,5,3,113,1,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,306,0,4,,1,F,60c80f647f74c3dc6f4effde46635f72fa06444141b9120501b3b12036a28aa5,2018-07-02 04:14:00,2018-07-02 04:59:41,2018-07-02 05:03:41,CATD,Escaner,ACTA PREP
'212062B0100,212062B010005,21,PUEBLA,013,TEPEACA,2062,01,B,00,1,5,239,413,11,424,138,81,7,15,28,4,6,0,112,3,8,0,0,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,11,424,424,643,11,,1,F,e141e3fb2944dc10d0b809c86c4c92b19168787e8674c2575d3d2e20cafa7538,2018-07-02 01:39:00,2018-07-02 01:58:28,2018-07-02 01:59:40,CATD,Escaner,ACTA PREP
'212062C0100,212062C010005,21,PUEBLA,013,TEPEACA,2062,01,C,00,1,5,247,425,11,436,103,125,13,12,20,7,3,1,115,2,7,0,0,1,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,15,436,436,643,11,,1,F,8f70ef0f5ffca2065e9a893fd6dc42485c98e2c3e61c5e6caa749ebb97f2324d,2018-07-02 00:57:00,2018-07-02 01:12:13,2018-07-02 01:14:41,CATD,Escaner,ACTA PREP
'212062C0200,212062C020005,21,PUEBLA,013,TEPEACA,2062,02,C,00,1,5,235,422,6,428,154,95,5,12,18,5,4,2,101,1,9,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,428,428,643,6,,1,F,01e64e70efb2f10fbaa0e1174b06126207c366fc6304ce57107c09d299a61089,2018-07-02 01:39:00,2018-07-02 01:58:01,2018-07-02 01:59:05,CATD,Escaner,ACTA PREP
'212062C0300,212062C030005,21,PUEBLA,013,TEPEACA,2062,03,C,00,1,5,219,433,11,0,119,106,2,11,28,4,3,2,131,3,8,1,0,0,3,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,444,444,643,11,,1,F,1173a085cf5756ae565167e6fc9c5c0493b3cc74a903d506204af1f841540d7f,2018-07-02 01:39:00,2018-07-02 01:55:15,2018-07-02 02:10:58,CATD,Escaner,ACTA PREP
'212063B0100,212063B010005,21,PUEBLA,013,TEPEACA,2063,01,B,00,2,5,254,389,4,359,120,75,7,18,21,4,4,4,74,9,2,0,0,2,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,393,359,627,4,,1,F,a075f58968a027c4fbf026c417803c91bb8e8402d354f2d4a3aa764bb0a7f4ae,2018-07-02 03:55:00,2018-07-02 04:20:57,2018-07-02 04:22:34,CATD,Escaner,ACTA PREP
'212063C0100,212063C010005,21,PUEBLA,013,TEPEACA,2063,01,C,00,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627,,Todos los campos vacio,0,F,32a0fc2ff60acdb2e22e0b6b4a471ec14bf86067601b732c917f12e620f24ea0,2018-07-02 03:55:00,2018-07-02 04:16:29,2018-07-02 04:19:07,CATD,Escaner,ACTA PREP
'212063C0200,212063C020005,21,PUEBLA,013,TEPEACA,2063,02,C,00,2,5,241,40,0,0,116,85,3,18,20,5,5,7,107,10,6,0,1,2,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,409,627,0,,1,F,d96344b7d5819978a5c3edad0281b388e13e5377696b23854a1ade659f68f2d7,2018-07-02 03:55:00,2018-07-02 04:30:07,2018-07-02 04:33:03,CATD,Escaner,ACTA PREP
'212063C0300,212063C030005,21,PUEBLA,013,TEPEACA,2063,03,C,00,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,0,Excede Lista Nominal,0,F,9a1e979628318a0b4c51594b82d1db3545d367f3c9c89afa57ab421d165fd57c,2018-07-02 03:55:00,2018-07-02 04:29:50,2018-07-02 04:31:36,CATD,Escaner,ACTA PREP
'212064B0100,212064B010005,21,PUEBLA,013,TEPEACA,2064,01,B,00,1,5,209,486,3,489,156,92,8,26,25,5,5,3,136,9,8,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9,489,489,678,3,,1,F,b396ad5ebc189fe3031662a372db54129e47795beb92cf99c6d6c2252d1db0ec,2018-07-02 04:34:00,2018-07-02 05:23:05,2018-07-02 05:27:32,CATD,Escaner,ACTA PREP
'212064C0100,212064C010005,21,PUEBLA,013,TEPEACA,2064,01,C,00,1,5,221,471,6,477,164,70,5,32,23,1,3,0,135,5,9,2,0,2,0,0,6,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,477,477,678,6,,1,F,48f253669a4915edb93866cc1988ac535c4a7ea06c4d39f6f3f5348f36893cf6,2018-07-02 04:34:00,2018-07-02 05:20:16,2018-07-02 05:23:24,CATD,Escaner,ACTA PREP
'212064C0200,212064C020005,21,PUEBLA,013,TEPEACA,2064,02,C,00,1,5,202,487,9,496,169,100,3,24,25,6,8,2,128,4,1,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,496,496,678,9,,1,F,1bb79c36acd277377c1c483662cd3191056ed0c7cf3f78b5b073572275a4ea5f,2018-07-02 04:34:00,2018-07-02 05:21:40,2018-07-02 05:25:53,CATD,Escaner,ACTA PREP
'212065B0100,212065B010005,21,PUEBLA,013,TEPEACA,2065,01,B,00,1,5,218,432,4,438,108,85,4,13,24,4,8,0,143,7,6,2,0,3,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,336,413,635,4,,1,F,63d257c55def3ba846125dcfe8ad770e31848810687887d4c44b3fe2ecb5f9f0,2018-07-02 02:17:00,2018-07-02 02:39:22,2018-07-02 02:40:42,CATD,Escaner,ACTA PREP
'212065C0100,212065C010005,21,PUEBLA,013,TEPEACA,2065,01,C,00,1,5,222,427,6,434,124,69,5,11,32,2,3,2,147,6,4,0,0,3,7,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,433,434,635,6,,1,F,05f515bbb4ab5ad91baa41160b4a570f4997fded56bfa8a13271a2c24d25bc2f,2018-07-02 02:17:00,2018-07-02 02:40:57,2018-07-02 02:41:44,CATD,Escaner,ACTA PREP
'212065C0200,212065C020005,21,PUEBLA,013,TEPEACA,2065,02,C,00,1,5,225,420,9,429,113,87,6,17,39,4,6,0,131,5,6,2,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,429,429,634,9,,1,F,92480205cadebc634edeeec014d36216ad4fe66566323b99df9741be1a91d243,2018-07-02 02:17:00,2018-07-02 02:45:05,2018-07-02 02:46:58,CATD,Escaner,ACTA PREP
'212065C0300,212065C030005,21,PUEBLA,013,TEPEACA,2065,03,C,00,1,5,207,447,6,442,151,75,3,17,29,3,2,2,131,7,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,660,442,634,6,,1,F,9d36cee6a80262dbd7cf33059f197a541cdd1cf40d6de38d0b531d0dfdaff10f,2018-07-02 02:17:00,2018-07-02 02:40:42,2018-07-02 02:41:27,CATD,Escaner,ACTA PREP
'212066B0100,212066B010005,21,PUEBLA,013,TEPEACA,2066,01,B,00,1,5,235,439,7,445,164,83,3,19,19,5,1,0,122,5,3,0,0,3,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,446,444,661,7,,1,F,ffd19e26b21624329c2bb7a7c01e237ab457242f42a61aab6d4961ff02ec291b,2018-07-02 01:52:00,2018-07-02 02:03:58,2018-07-02 02:05:09,CATD,Escaner,ACTA PREP
'212066C0100,212066C010005,21,PUEBLA,013,TEPEACA,2066,01,C,00,1,5,271,409,0,407,116,83,5,12,29,7,8,4,117,4,3,1,0,5,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,409,407,660,0,,1,F,910a1d9098970ad9c21f2ac82b13dce24effe4c654f37fbfafa8a518fc646045,2018-07-02 01:52:00,2018-07-02 02:11:19,2018-07-02 02:13:49,CATD,Escaner,ACTA PREP
'212066C0200,212066C020005,21,PUEBLA,013,TEPEACA,2066,02,C,00,1,5,243,436,1,437,143,74,6,23,24,4,9,5,113,1,6,2,1,2,0,3,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,437,437,660,1,,1,F,d49e2f00058010fea5eccf5d65061fc9a52d2a882b698ba06de93dac0360fa9e,2018-07-02 01:52:00,2018-07-02 02:23:07,2018-07-02 02:23:52,CATD,Escaner,ACTA PREP
'212066C0300,212066C030005,21,PUEBLA,013,TEPEACA,2066,03,C,00,1,5,264,409,7,402,138,67,4,18,24,2,6,2,121,2,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,416,417,660,7,,1,F,dadbb704281a18f13d433a862e5762d6ae6b2cbf1f91f624f075a6594b12f022,2018-07-02 01:52:00,2018-07-02 02:26:29,2018-07-02 02:27:45,CATD,Escaner,ACTA PREP
'212066C0400,212066C040005,21,PUEBLA,013,TEPEACA,2066,04,C,00,1,5,229,447,4,451,134,81,7,19,28,5,7,2,127,11,7,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,8,451,447,660,4,,1,F,17e5e6fd85ef8145109c544e343c9a6189a669b543eedc7da224f226aca2d3a9,2018-07-02 01:52:00,2018-07-02 02:20:43,2018-07-02 02:21:31,CATD,Escaner,ACTA PREP
'212067B0100,212067B010005,21,PUEBLA,013,TEPEACA,2067,01,B,00,2,5,164,275,6,271,63,100,2,6,27,50,2,2,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,281,281,425,6,,1,F,63fba8423c8d94e0e18276d8f718c8df558da7d3bb0d05cb14471fa8a451f537,2018-07-02 04:24:00,2018-07-02 04:56:44,2018-07-02 04:58:34,CATD,Escaner,ACTA PREP
'212067C0100,212067C010005,21,PUEBLA,013,TEPEACA,2067,01,C,00,2,5,167,279,7,279,66,94,7,7,16,47,3,0,14,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,19,286,279,425,7,,1,F,a4ce10d2f3fb891b9be2ac8799e9c8714646b54e450ab0b0d45ee5bc866c9b14,2018-07-02 04:24:00,2018-07-02 04:55:04,2018-07-02 04:58:05,CATD,Escaner,ACTA PREP
'212067E0100,212067E010005,21,PUEBLA,013,TEPEACA,2067,01,E,00,2,5,302,386,1,387,94,111,6,12,29,26,0,0,56,6,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,387,386,668,1,,1,F,89c909173ab1a788a4f053c41e8ade86903d0794237eff7849bb3411f13fbb26,2018-07-02 04:24:00,2018-07-02 05:08:55,2018-07-02 05:11:52,CATD,Escaner,ACTA PREP
'212067E0101,212067E010105,21,PUEBLA,013,TEPEACA,2067,01,E,01,2,5,308,1,1,380,121,106,8,16,18,26,1,1,38,3,5,0,0,0,3,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,25,309,380,667,1,,1,F,6155687f69b290cf550bcee7a0b0622309deadd0b6950cbff603710077322802,2018-07-02 04:24:00,2018-07-02 05:06:47,2018-07-02 05:08:18,CATD,Escaner,ACTA PREP
'212068B0100,212068B010005,21,PUEBLA,013,TEPEACA,2068,01,B,00,2,5,212,496,1,497,129,134,12,21,22,58,1,1,72,6,2,1,0,6,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,24,497,497,689,1,,1,F,4dcb11e734867826bb0a224a19b4e844029c54647a56574ad589653d8dddd0d5,2018-07-02 03:39:00,2018-07-02 04:01:44,2018-07-02 04:07:55,CATD,Escaner,ACTA PREP
'212068C0100,212068C010005,21,PUEBLA,013,TEPEACA,2068,01,C,00,2,5,0,456,2,458,111,108,8,27,18,62,4,1,63,6,4,0,0,1,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,32,458,458,688,2,,1,F,15526964bc0958599a963fd2f81ce89797e81e2a42c00b81f860d8b35d37582d,2018-07-02 03:39:00,2018-07-02 04:02:49,2018-07-02 04:05:25,CATD,Escaner,ACTA PREP
'212068E0100,212068E010005,21,PUEBLA,013,TEPEACA,2068,01,E,00,2,5,140,312,3,315,106,92,5,11,12,2,5,3,57,3,5,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8,315,315,435,3,,1,F,abe410d131a3e7cc0f35f8cf1bf5a98a23985193b3797266ac34dffade2fe876,2018-07-02 10:45:00,2018-07-02 11:04:12,2018-07-02 11:06:18,CATD,Escaner,ACTA PREP
